date,shop_id,shop_type,city,new_user,total_sales_amount,transactions_count,due_amount,expenses_amount,subscription_purchased,subscription_package,app_sessions
2024-01-13 09:00:00,1160,Pharmacy,Khulna,0,1954,37,3506,5202,0,None,10
2024-01-13 10:00:00,1151,Pharmacy,Chattogram,0,7578,54,7697,6764,0,None,4
2024-01-13 11:00:00,1115,Restaurant,Chattogram,0,13791,17,1465,1067,0,None,9
2024-01-13 12:00:00,1074,Restaurant,Sylhet,0,9571,14,1195,1506,0,Basic,12
2024-01-13 13:00:00,1112,Electronics,Khulna,0,12979,28,3087,3013,1,None,10
2024-01-13 14:00:00,1199,Grocery,Rajshahi,0,9995,27,3008,1667,0,Premium,14
2024-01-13 15:00:00,1163,Grocery,Chattogram,1,19636,54,3823,4588,1,None,5
2024-01-13 16:00:00,1165,Restaurant,Sylhet,0,5892,10,7041,6642,0,Premium,1
2024-01-13 17:00:00,1103,Pharmacy,Khulna,0,4418,3,5175,4700,0,None,5
2024-01-13 18:00:00,1083,Grocery,Khulna,1,5003,36,1614,4066,0,None,16
2024-01-13 19:00:00,1111,Grocery,Dhaka,1,18961,38,1126,947,1,None,5
2024-01-13 20:00:00,1098,Grocery,Dhaka,0,11872,56,4379,4389,1,None,5
2024-01-13 21:00:00,1152,Electronics,Chattogram,1,3382,25,7872,1171,0,None,18
2024-01-13 22:00:00,1092,Grocery,Dhaka,1,11209,22,516,6114,1,Standard,6
2024-01-13 23:00:00,1145,Grocery,Chattogram,0,14528,48,2665,171,0,Basic,21
2024-01-14 00:00:00,1127,Grocery,Rajshahi,0,19744,39,1301,5682,1,None,18
2024-01-14 01:00:00,1109,Grocery,Chattogram,0,2786,47,611,4626,0,None,10
2024-01-14 02:00:00,1081,Grocery,Dhaka,1,2848,30,749,1143,0,None,15
2024-01-14 03:00:00,1193,Pharmacy,Rajshahi,0,7513,21,5388,1859,0,None,24
2024-01-14 04:00:00,1053,Grocery,Dhaka,0,18301,30,1856,5856,1,None,22
2024-01-14 05:00:00,1162,Restaurant,Chattogram,1,12744,28,399,6209,1,None,11
2024-01-14 06:00:00,1188,Grocery,Sylhet,0,7607,31,1526,2188,1,None,19
2024-01-14 07:00:00,1168,Pharmacy,Khulna,0,17454,57,2024,2493,1,None,13
2024-01-14 08:00:00,1160,Electronics,Dhaka,0,15434,52,6229,3577,0,None,20
2024-01-14 09:00:00,1067,Restaurant,Chattogram,0,15212,26,319,188,1,None,3
2024-01-14 10:00:00,1032,Pharmacy,Rajshahi,1,9935,43,5151,4076,1,None,16
2024-01-14 11:00:00,1141,Grocery,Dhaka,0,13625,22,335,157,0,None,7
2024-01-14 12:00:00,1020,Grocery,Dhaka,1,15898,21,2098,2717,0,None,12
2024-01-14 13:00:00,1047,Restaurant,Khulna,0,15521,1,7246,1970,0,Premium,15
2024-01-14 14:00:00,1147,Electronics,Chattogram,0,12846,37,7865,245,1,None,8
2024-01-14 15:00:00,1127,Restaurant,Sylhet,1,19824,13,173,2903,1,None,23
2024-01-14 16:00:00,1135,Pharmacy,Rajshahi,0,5093,21,4019,2795,1,None,17
2024-01-14 17:00:00,1134,Restaurant,Chattogram,0,9676,46,1641,3824,1,None,1
2024-01-14 18:00:00,1194,Pharmacy,Rajshahi,0,17470,9,500,2377,1,None,21
2024-01-14 19:00:00,1144,Grocery,Dhaka,1,18842,17,3646,6655,0,None,8
2024-01-14 20:00:00,1127,Pharmacy,Khulna,0,4582,47,6219,849,0,None,14
2024-01-14 21:00:00,1032,Electronics,Khulna,0,1985,21,2363,1810,0,Standard,10
2024-01-14 22:00:00,1175,Grocery,Sylhet,0,13230,31,1856,5190,0,None,19
2024-01-14 23:00:00,1186,Restaurant,Khulna,0,11935,39,7540,5432,0,Basic,8
2024-01-15 00:00:00,1114,Grocery,Dhaka,1,16879,59,3152,3986,1,Basic,19
2024-01-15 01:00:00,1118,Pharmacy,Sylhet,0,10445,54,1896,2126,0,None,4
2024-01-15 02:00:00,1021,Grocery,Chattogram,0,2797,22,5759,4264,0,None,10
2024-01-15 03:00:00,1157,Pharmacy,Khulna,0,17264,12,1718,6953,0,None,23
2024-01-15 04:00:00,1037,Restaurant,Sylhet,0,524,55,1778,3030,0,None,3
2024-01-15 05:00:00,1108,Grocery,Dhaka,1,15360,6,4792,6323,0,Basic,4
2024-01-15 06:00:00,1050,Restaurant,Rajshahi,0,12814,53,3057,5747,0,None,16
2024-01-15 07:00:00,1181,Restaurant,Rajshahi,1,1186,16,4827,2307,0,None,24
2024-01-15 08:00:00,1007,Electronics,Dhaka,0,19702,26,5190,5605,0,Basic,4
2024-01-15 09:00:00,1026,Grocery,Dhaka,0,960,5,7112,5891,0,Premium,20
2024-01-15 10:00:00,1026,Grocery,Rajshahi,1,12085,9,6997,3076,0,None,20
2024-01-15 11:00:00,1020,Grocery,Sylhet,0,9428,46,2713,2344,0,Basic,13
2024-01-15 12:00:00,1029,Electronics,Rajshahi,1,17490,40,3828,619,0,None,21
2024-01-15 13:00:00,1096,Electronics,Dhaka,1,5699,14,4747,2902,0,None,17
2024-01-15 14:00:00,1027,Pharmacy,Khulna,0,564,44,1094,2407,0,None,23
2024-01-15 15:00:00,1110,Restaurant,Chattogram,0,19997,42,45,6260,1,None,16
2024-01-15 16:00:00,1191,Pharmacy,Khulna,1,8227,30,5166,4452,0,None,17
2024-01-15 17:00:00,1196,Restaurant,Khulna,0,13732,52,7758,3004,0,None,6
2024-01-15 18:00:00,1060,Grocery,Dhaka,0,14608,52,1445,3914,0,None,3
2024-01-15 19:00:00,1047,Restaurant,Rajshahi,0,16305,26,2196,2486,0,None,20
2024-01-15 20:00:00,1146,Grocery,Sylhet,0,8139,53,7053,3402,0,None,24
2024-01-15 21:00:00,1003,Restaurant,Khulna,1,14136,45,3201,3596,0,None,4
2024-01-15 22:00:00,1034,Restaurant,Rajshahi,0,9461,29,455,1677,0,None,8
2024-01-15 23:00:00,1191,Restaurant,Sylhet,0,16063,19,1662,5307,0,None,20
2024-01-16 00:00:00,1048,Grocery,Khulna,0,12761,47,2924,4039,0,Basic,9
2024-01-16 01:00:00,1016,Grocery,Sylhet,0,10647,8,7798,1304,0,Basic,22
2024-01-16 02:00:00,1171,Grocery,Rajshahi,0,14372,23,965,5630,0,None,1
2024-01-16 03:00:00,1157,Grocery,Chattogram,1,12078,53,6116,4093,1,None,13
2024-01-16 04:00:00,1045,Grocery,Rajshahi,0,12611,42,4964,5585,0,Standard,2
2024-01-16 05:00:00,1116,Electronics,Dhaka,1,19665,35,1528,1963,0,Basic,23
2024-01-16 06:00:00,1005,Pharmacy,Sylhet,1,5648,31,2976,3307,0,None,10
2024-01-16 07:00:00,1098,Grocery,Chattogram,0,19842,53,3071,1361,1,None,23
2024-01-16 08:00:00,1123,Grocery,Sylhet,0,2307,35,5096,6665,0,None,19
2024-01-16 09:00:00,1036,Pharmacy,Sylhet,0,8128,32,4869,4294,0,None,17
2024-01-16 10:00:00,1023,Restaurant,Khulna,0,15434,58,6387,1787,0,None,24
2024-01-16 11:00:00,1092,Pharmacy,Dhaka,1,19517,5,2521,1073,0,None,13
2024-01-16 12:00:00,1045,Electronics,Sylhet,1,16510,16,6525,1165,0,None,14
2024-01-16 13:00:00,1180,Pharmacy,Rajshahi,0,19413,17,1126,5902,0,Basic,11
2024-01-16 14:00:00,1094,Electronics,Rajshahi,0,13728,32,6632,3599,0,None,10
2024-01-16 15:00:00,1098,Electronics,Khulna,1,13513,38,5156,5633,0,None,7
2024-01-16 16:00:00,1187,Grocery,Dhaka,1,1759,58,5773,2717,0,Standard,10
2024-01-16 17:00:00,1115,Electronics,Dhaka,0,18325,32,7716,3153,0,None,24
2024-01-16 18:00:00,1190,Grocery,Rajshahi,0,15367,52,5639,4126,0,None,1
2024-01-16 19:00:00,1159,Restaurant,Chattogram,0,15543,20,7910,3055,0,None,14
2024-01-16 20:00:00,1160,Grocery,Khulna,1,6030,48,3404,6476,1,None,3
2024-01-16 21:00:00,1066,Electronics,Khulna,0,7723,56,4492,659,0,Basic,13
2024-01-16 22:00:00,1127,Electronics,Rajshahi,0,17209,2,2343,6320,1,None,2
2024-01-16 23:00:00,1017,Restaurant,Rajshahi,0,18274,20,106,6513,0,None,17
2024-01-17 00:00:00,1024,Restaurant,Chattogram,0,15724,47,7003,4642,0,Standard,21
2024-01-17 01:00:00,1053,Grocery,Chattogram,0,13485,18,5049,2582,0,None,3
2024-01-17 02:00:00,1057,Grocery,Dhaka,1,11173,1,2577,1129,0,None,15
2024-01-17 03:00:00,1066,Pharmacy,Khulna,0,3206,58,5944,6240,0,None,8
2024-01-17 04:00:00,1103,Grocery,Khulna,0,4502,29,3154,6373,0,None,6
2024-01-17 05:00:00,1173,Restaurant,Rajshahi,0,17672,29,5029,2274,0,Basic,9
2024-01-17 06:00:00,1023,Grocery,Dhaka,0,4811,19,4383,4466,0,None,11
2024-01-17 07:00:00,1113,Electronics,Khulna,0,9572,44,4053,5219,0,None,22
2024-01-17 08:00:00,1031,Restaurant,Dhaka,0,14280,40,4801,1468,0,None,2
2024-01-17 09:00:00,1174,Restaurant,Dhaka,0,15282,6,6139,5587,0,None,9
2024-01-17 10:00:00,1085,Grocery,Rajshahi,0,14841,44,5580,2102,1,None,18
2024-01-17 11:00:00,1150,Electronics,Dhaka,0,10293,39,214,3266,1,Basic,19
2024-01-17 12:00:00,1193,Electronics,Chattogram,0,8578,50,5400,2471,0,None,22
2024-01-17 13:00:00,1126,Pharmacy,Chattogram,1,1797,54,6875,6458,0,None,18
2024-01-17 14:00:00,1154,Restaurant,Sylhet,1,11800,46,6073,1151,1,None,5
2024-01-17 15:00:00,1129,Restaurant,Rajshahi,0,3947,8,5578,6175,1,None,18
2024-01-17 16:00:00,1016,Grocery,Sylhet,0,14079,24,5920,92,0,None,12
2024-01-17 17:00:00,1103,Pharmacy,Chattogram,1,19254,20,4439,2566,1,None,4
2024-01-17 18:00:00,1160,Grocery,Sylhet,0,13217,54,4289,1281,0,None,15
2024-01-17 19:00:00,1136,Grocery,Rajshahi,1,19164,14,4253,2900,0,Standard,11
2024-01-17 20:00:00,1042,Grocery,Rajshahi,1,7632,5,464,6021,0,None,19
2024-01-17 21:00:00,1175,Grocery,Dhaka,0,19090,41,6247,5339,0,None,5
2024-01-17 22:00:00,1038,Grocery,Khulna,0,4925,40,6177,2799,1,None,6
2024-01-17 23:00:00,1169,Grocery,Dhaka,1,10637,34,7269,3177,0,None,13
2024-01-18 00:00:00,1025,Electronics,Rajshahi,0,13469,16,6782,5667,0,None,23
2024-01-18 01:00:00,1098,Pharmacy,Chattogram,0,13292,45,5845,4511,0,None,10
2024-01-18 02:00:00,1049,Electronics,Chattogram,0,7202,7,2372,2604,0,Premium,24
2024-01-18 03:00:00,1152,Pharmacy,Dhaka,0,6331,16,7975,3881,0,None,14
2024-01-18 04:00:00,1151,Grocery,Rajshahi,0,13461,7,6834,2413,1,Basic,4
2024-01-18 05:00:00,1012,Pharmacy,Chattogram,1,12812,27,591,1544,0,None,20
2024-01-18 06:00:00,1059,Pharmacy,Rajshahi,1,4737,14,2188,3530,0,None,23
2024-01-18 07:00:00,1134,Grocery,Chattogram,0,13291,14,6617,2646,1,None,12
2024-01-18 08:00:00,1056,Restaurant,Rajshahi,0,2535,44,5150,6474,0,None,15
2024-01-18 09:00:00,1035,Grocery,Sylhet,0,4521,33,883,4784,1,None,10
2024-01-18 10:00:00,1172,Restaurant,Rajshahi,0,13454,33,4158,5761,0,None,11
2024-01-18 11:00:00,1019,Restaurant,Rajshahi,0,19569,44,7727,2058,0,None,9
2024-01-18 12:00:00,1064,Grocery,Dhaka,1,759,20,5206,6961,0,None,11
2024-01-18 13:00:00,1007,Grocery,Sylhet,1,913,53,303,5626,1,None,2
2024-01-18 14:00:00,1143,Restaurant,Khulna,0,4793,47,5180,4514,0,None,13
2024-01-18 15:00:00,1141,Pharmacy,Dhaka,0,15384,36,4491,1145,0,None,22
2024-01-18 16:00:00,1114,Grocery,Khulna,0,15461,7,333,910,0,None,8
2024-01-18 17:00:00,1142,Electronics,Chattogram,0,456,32,2833,3306,0,None,21
2024-01-18 18:00:00,1091,Grocery,Khulna,0,14774,48,4506,5450,0,None,21
2024-01-18 19:00:00,1097,Restaurant,Rajshahi,0,237,3,2331,1566,1,None,8
2024-01-18 20:00:00,1065,Electronics,Khulna,1,10464,39,4561,2395,1,Basic,1
2024-01-18 21:00:00,1031,Grocery,Dhaka,0,12897,29,79,3005,0,Basic,6
2024-01-18 22:00:00,1190,Grocery,Dhaka,0,8852,24,3763,4507,0,None,13
2024-01-18 23:00:00,1085,Grocery,Khulna,1,16130,22,2831,5343,0,Basic,9
2024-01-19 00:00:00,1050,Grocery,Dhaka,0,2032,6,5196,4248,0,None,6
2024-01-19 01:00:00,1152,Grocery,Dhaka,0,15717,48,1977,5331,1,Basic,15
2024-01-19 02:00:00,1185,Restaurant,Khulna,0,5367,24,732,91,1,None,23
2024-01-19 03:00:00,1062,Grocery,Sylhet,0,632,40,3976,3992,1,None,16
2024-01-19 04:00:00,1189,Pharmacy,Sylhet,1,4351,23,1817,330,0,None,4
2024-01-19 05:00:00,1124,Electronics,Chattogram,0,15112,54,5659,5760,0,None,17
2024-01-19 06:00:00,1149,Restaurant,Dhaka,1,6611,38,1384,954,0,None,9
2024-01-19 07:00:00,1057,Restaurant,Khulna,0,18335,10,2124,3780,0,Standard,12
2024-01-19 08:00:00,1057,Grocery,Dhaka,0,456,16,6652,2601,0,None,22
2024-01-19 09:00:00,1085,Restaurant,Rajshahi,1,871,11,5283,2977,1,None,19
2024-01-19 10:00:00,1048,Pharmacy,Dhaka,0,689,32,7176,5347,1,None,20
2024-01-19 11:00:00,1179,Pharmacy,Dhaka,0,7089,45,1198,4289,1,Basic,12
2024-01-19 12:00:00,1169,Grocery,Sylhet,0,12106,6,6605,529,1,Standard,22
2024-01-19 13:00:00,1069,Electronics,Khulna,0,18680,24,7474,2892,0,None,6
2024-01-19 14:00:00,1014,Pharmacy,Dhaka,0,18266,33,5707,1266,0,Basic,12
2024-01-19 15:00:00,1053,Grocery,Sylhet,0,12803,53,2292,1473,0,Basic,9
2024-01-19 16:00:00,1187,Grocery,Chattogram,0,2660,51,4217,4734,0,None,20
2024-01-19 17:00:00,1100,Pharmacy,Sylhet,0,4729,12,184,5706,0,Basic,5
2024-01-19 18:00:00,1007,Restaurant,Sylhet,1,2175,56,4127,1597,0,None,21
2024-01-19 19:00:00,1052,Restaurant,Sylhet,0,3416,27,997,2525,0,None,3
2024-01-19 20:00:00,1059,Restaurant,Dhaka,1,14467,38,1986,6623,0,None,2
2024-01-19 21:00:00,1107,Grocery,Dhaka,0,9781,18,2809,6431,0,None,8
2024-01-19 22:00:00,1004,Pharmacy,Chattogram,0,4715,45,4664,4793,0,None,10
2024-01-19 23:00:00,1102,Pharmacy,Rajshahi,1,12248,39,2357,3761,0,None,15
2024-01-20 00:00:00,1195,Grocery,Rajshahi,0,9976,55,5491,6141,0,Basic,9
2024-01-20 01:00:00,1005,Grocery,Rajshahi,1,3163,13,1679,5797,0,Basic,10
2024-01-20 02:00:00,1108,Restaurant,Chattogram,0,6986,53,4925,2742,1,None,11
2024-01-20 03:00:00,1115,Grocery,Rajshahi,0,14066,40,5715,4635,0,None,9
2024-01-20 04:00:00,1093,Pharmacy,Rajshahi,0,6400,30,3039,4425,0,None,14
2024-01-20 05:00:00,1046,Grocery,Sylhet,0,17560,53,5175,469,0,None,5
2024-01-20 06:00:00,1098,Grocery,Dhaka,1,7545,49,4886,3830,1,Basic,9
2024-01-20 07:00:00,1054,Grocery,Dhaka,0,245,41,7440,6992,0,None,4
2024-01-20 08:00:00,1167,Electronics,Sylhet,1,1393,52,2511,533,1,Premium,2
2024-01-20 09:00:00,1051,Restaurant,Sylhet,1,4712,13,6821,6058,1,Basic,19
2024-01-20 10:00:00,1143,Electronics,Sylhet,0,16830,34,3527,4562,1,None,1
2024-01-20 11:00:00,1012,Pharmacy,Dhaka,0,19803,36,3026,4055,0,None,21
2024-01-20 12:00:00,1113,Grocery,Rajshahi,1,9183,30,6813,6563,0,None,1
2024-01-20 13:00:00,1123,Pharmacy,Sylhet,1,836,25,7416,3679,0,None,12
2024-01-20 14:00:00,1105,Pharmacy,Chattogram,0,3975,2,2745,4087,0,None,11
2024-01-20 15:00:00,1157,Restaurant,Sylhet,0,2621,36,5089,761,0,Basic,1
2024-01-20 16:00:00,1146,Grocery,Khulna,0,13225,18,4173,5101,1,None,14
2024-01-20 17:00:00,1144,Pharmacy,Sylhet,0,9480,5,2581,890,1,None,11
2024-01-20 18:00:00,1119,Grocery,Dhaka,0,4383,19,4203,2355,0,None,7
2024-01-20 19:00:00,1062,Grocery,Sylhet,1,11551,42,5392,1955,0,None,2
2024-01-20 20:00:00,1018,Restaurant,Khulna,0,17296,18,2811,2971,1,None,15
2024-01-20 21:00:00,1091,Pharmacy,Chattogram,0,5523,57,4090,6477,0,Basic,8
2024-01-20 22:00:00,1057,Grocery,Rajshahi,0,13088,32,6158,5049,0,None,22
2024-01-20 23:00:00,1182,Grocery,Sylhet,0,3844,21,369,5539,0,None,20
2024-01-21 00:00:00,1089,Pharmacy,Khulna,0,16342,10,7471,1672,0,None,15
2024-01-21 01:00:00,1116,Restaurant,Khulna,0,7973,37,3743,2836,0,None,8
2024-01-21 02:00:00,1061,Electronics,Chattogram,0,10978,49,6348,4927,0,None,10
2024-01-21 03:00:00,1022,Electronics,Dhaka,0,12701,22,2004,4939,0,Basic,19
2024-01-21 04:00:00,1126,Restaurant,Sylhet,0,14609,13,7280,3644,0,None,3
2024-01-21 05:00:00,1136,Grocery,Khulna,1,2308,55,1703,2297,0,None,20
2024-01-21 06:00:00,1139,Restaurant,Chattogram,0,3814,17,7008,4061,0,Standard,14
2024-01-21 07:00:00,1128,Pharmacy,Rajshahi,0,10451,9,3324,3166,0,None,9
2024-01-21 08:00:00,1057,Grocery,Khulna,0,11878,24,440,1319,0,None,9
2024-01-21 09:00:00,1121,Restaurant,Chattogram,1,14567,44,3257,183,1,None,21
2024-01-21 10:00:00,1000,Grocery,Dhaka,0,4532,14,2906,1283,0,None,6
2024-01-21 11:00:00,1033,Electronics,Dhaka,0,12202,46,226,2846,0,None,8
2024-01-21 12:00:00,1095,Pharmacy,Khulna,1,15900,8,6671,5786,1,Standard,11
2024-01-21 13:00:00,1125,Restaurant,Khulna,0,13969,55,7835,2233,1,Standard,8
2024-01-21 14:00:00,1117,Restaurant,Sylhet,0,7163,37,2401,4088,1,None,12
2024-01-21 15:00:00,1047,Electronics,Chattogram,0,8038,19,4718,1432,0,None,10
2024-01-21 16:00:00,1088,Restaurant,Khulna,0,12599,28,1024,3140,0,Basic,23
2024-01-21 17:00:00,1116,Restaurant,Sylhet,0,12443,46,5672,6981,1,None,4
2024-01-21 18:00:00,1128,Grocery,Sylhet,1,2045,41,7727,1796,1,None,16
2024-01-21 19:00:00,1015,Pharmacy,Khulna,0,14142,30,7070,4722,1,None,20
2024-01-21 20:00:00,1188,Grocery,Dhaka,1,16966,7,3491,2055,0,None,6
2024-01-21 21:00:00,1191,Restaurant,Chattogram,0,4312,59,5739,3336,0,None,9
2024-01-21 22:00:00,1190,Pharmacy,Chattogram,1,12980,58,5280,782,0,None,23
2024-01-21 23:00:00,1068,Restaurant,Dhaka,0,15890,26,4256,1507,0,None,5
2024-01-22 00:00:00,1021,Grocery,Khulna,0,10288,40,870,5880,0,None,21
2024-01-22 01:00:00,1092,Grocery,Chattogram,0,1709,46,3199,4870,0,None,24
2024-01-22 02:00:00,1194,Restaurant,Khulna,1,12604,54,1745,5855,0,None,6
2024-01-22 03:00:00,1075,Grocery,Khulna,0,1778,46,5270,5959,0,None,17
2024-01-22 04:00:00,1153,Grocery,Sylhet,0,17463,11,443,5102,0,Standard,17
2024-01-22 05:00:00,1143,Grocery,Dhaka,0,18746,14,5886,3854,1,Standard,24
2024-01-22 06:00:00,1178,Electronics,Khulna,0,14306,21,5590,676,1,None,22
2024-01-22 07:00:00,1085,Restaurant,Rajshahi,0,10040,8,4558,1830,0,None,13
2024-01-22 08:00:00,1184,Grocery,Dhaka,0,13131,3,7897,4090,0,None,17
2024-01-22 09:00:00,1028,Grocery,Chattogram,0,1559,28,7197,4306,1,Basic,14
2024-01-22 10:00:00,1068,Grocery,Sylhet,0,4442,29,472,5432,0,None,2
2024-01-22 11:00:00,1046,Restaurant,Chattogram,0,16664,23,6700,5723,0,None,19
2024-01-22 12:00:00,1093,Restaurant,Chattogram,0,19316,18,79,1360,0,None,3
2024-01-22 13:00:00,1189,Grocery,Dhaka,1,2909,35,5158,4585,0,None,2
2024-01-22 14:00:00,1196,Grocery,Chattogram,0,19006,13,239,5522,0,None,2
2024-01-22 15:00:00,1143,Grocery,Khulna,0,12991,12,4652,2686,0,None,22
2024-01-22 16:00:00,1175,Restaurant,Chattogram,0,17251,47,589,190,0,Premium,7
2024-01-22 17:00:00,1084,Restaurant,Sylhet,1,19080,50,1360,6814,0,None,4
2024-01-22 18:00:00,1038,Grocery,Sylhet,1,3699,5,1884,842,0,None,17
2024-01-22 19:00:00,1099,Grocery,Rajshahi,1,11890,39,7967,334,0,None,6
2024-01-22 20:00:00,1032,Grocery,Sylhet,0,8280,11,6071,5738,0,Basic,7
2024-01-22 21:00:00,1100,Electronics,Chattogram,0,1389,58,5399,1110,0,None,20
2024-01-22 22:00:00,1022,Grocery,Sylhet,0,14108,59,5235,578,0,None,6
2024-01-22 23:00:00,1009,Restaurant,Dhaka,0,12951,11,2316,61,0,None,9
2024-01-23 00:00:00,1068,Restaurant,Sylhet,0,14914,59,6035,386,0,None,20
2024-01-23 01:00:00,1099,Grocery,Khulna,1,1225,47,4430,1169,0,None,4
2024-01-23 02:00:00,1033,Grocery,Dhaka,1,271,42,311,2200,0,None,5
2024-01-23 03:00:00,1179,Grocery,Rajshahi,1,5746,47,1076,4714,0,None,19
2024-01-23 04:00:00,1137,Restaurant,Khulna,0,2885,31,7235,1683,0,None,10
2024-01-23 05:00:00,1146,Restaurant,Chattogram,0,9585,31,6837,6841,0,None,18
2024-01-23 06:00:00,1185,Restaurant,Chattogram,0,18432,13,33,5973,0,None,15
2024-01-23 07:00:00,1095,Pharmacy,Chattogram,0,10776,14,7963,6321,0,None,1
2024-01-23 08:00:00,1000,Grocery,Khulna,1,2222,49,1841,6990,0,None,5
2024-01-23 09:00:00,1068,Electronics,Khulna,0,16031,45,4481,486,0,None,5
2024-01-23 10:00:00,1003,Restaurant,Khulna,0,13140,42,248,3732,0,None,8
2024-01-23 11:00:00,1015,Grocery,Dhaka,0,17882,25,1134,5373,1,None,22
2024-01-23 12:00:00,1023,Electronics,Dhaka,0,4302,33,7261,6643,0,Basic,22
2024-01-23 13:00:00,1079,Restaurant,Chattogram,1,17488,33,5529,540,0,None,22
2024-01-23 14:00:00,1001,Pharmacy,Sylhet,0,3226,15,5298,5631,0,None,20
2024-01-23 15:00:00,1127,Restaurant,Chattogram,1,6909,16,7214,2060,0,None,15
2024-01-23 16:00:00,1159,Restaurant,Rajshahi,0,6169,44,4889,4246,1,None,17
2024-01-23 17:00:00,1083,Restaurant,Dhaka,0,2820,58,4947,5169,0,None,19
2024-01-23 18:00:00,1151,Grocery,Khulna,1,2846,56,7017,1238,0,None,13
2024-01-23 19:00:00,1139,Grocery,Dhaka,0,5065,38,7771,990,0,None,22
2024-01-23 20:00:00,1177,Electronics,Khulna,1,2489,6,375,6787,0,None,21
2024-01-23 21:00:00,1162,Grocery,Rajshahi,0,7570,44,723,4467,0,None,10
2024-01-23 22:00:00,1123,Grocery,Rajshahi,0,14054,25,5706,5232,0,None,17
2024-01-23 23:00:00,1032,Pharmacy,Dhaka,0,9877,15,1913,2299,1,None,5
2024-01-24 00:00:00,1160,Pharmacy,Khulna,1,11543,4,4297,6196,0,None,18
2024-01-24 01:00:00,1188,Restaurant,Rajshahi,0,18024,56,2492,5249,0,None,17
2024-01-24 02:00:00,1178,Electronics,Chattogram,1,965,4,1942,3907,0,None,4
2024-01-24 03:00:00,1170,Grocery,Chattogram,0,12871,30,4004,4288,0,None,22
2024-01-24 04:00:00,1100,Grocery,Khulna,0,16358,34,2344,6734,0,None,7
2024-01-24 05:00:00,1011,Grocery,Dhaka,0,4292,27,1331,1080,0,None,5
2024-01-24 06:00:00,1066,Electronics,Rajshahi,0,13175,31,7890,6240,0,None,8
2024-01-24 07:00:00,1064,Restaurant,Dhaka,0,9541,56,4588,197,0,None,8
2024-01-24 08:00:00,1160,Grocery,Chattogram,1,12534,32,337,2194,1,None,11
2024-01-24 09:00:00,1167,Restaurant,Rajshahi,0,16277,44,6064,1598,0,None,9
2024-01-24 10:00:00,1073,Electronics,Dhaka,0,16035,39,7066,1600,0,Basic,19
2024-01-24 11:00:00,1042,Restaurant,Sylhet,0,2866,52,7813,6866,0,Basic,19
2024-01-24 12:00:00,1043,Electronics,Khulna,0,6168,9,1865,3692,0,None,9
2024-01-24 13:00:00,1028,Grocery,Khulna,0,7841,41,3137,3865,0,Basic,23
2024-01-24 14:00:00,1140,Restaurant,Sylhet,0,18765,8,791,683,0,None,20
2024-01-24 15:00:00,1011,Pharmacy,Chattogram,0,10034,14,7589,3083,0,None,17
2024-01-24 16:00:00,1094,Restaurant,Rajshahi,0,4088,33,3611,3989,0,Premium,16
2024-01-24 17:00:00,1045,Restaurant,Khulna,0,1040,23,3700,332,1,Basic,7
2024-01-24 18:00:00,1129,Restaurant,Sylhet,0,14073,21,1516,5339,0,Premium,22
2024-01-24 19:00:00,1034,Restaurant,Sylhet,0,11046,55,3953,5517,0,None,3
2024-01-24 20:00:00,1080,Grocery,Chattogram,0,6099,12,6118,5461,0,None,21
2024-01-24 21:00:00,1089,Pharmacy,Chattogram,0,765,57,7105,5917,0,None,19
2024-01-24 22:00:00,1007,Electronics,Dhaka,1,6205,2,6460,6655,0,None,8
2024-01-24 23:00:00,1092,Electronics,Khulna,1,9356,13,5037,6315,0,None,5
2024-01-25 00:00:00,1153,Grocery,Dhaka,1,10674,59,3908,5587,0,Basic,6
2024-01-25 01:00:00,1089,Grocery,Sylhet,0,9387,4,2673,1771,0,None,2
2024-01-25 02:00:00,1161,Grocery,Rajshahi,1,7426,20,2122,6106,0,None,24
2024-01-25 03:00:00,1114,Restaurant,Rajshahi,1,9579,50,3785,6707,0,None,19
2024-01-25 04:00:00,1104,Restaurant,Chattogram,1,6090,51,7082,6655,0,None,13
2024-01-25 05:00:00,1134,Grocery,Rajshahi,0,13313,48,58,5308,1,None,6
2024-01-25 06:00:00,1195,Pharmacy,Rajshahi,0,4511,59,2433,5239,1,Premium,6
2024-01-25 07:00:00,1057,Restaurant,Rajshahi,1,11646,14,2062,4200,1,None,2
2024-01-25 08:00:00,1113,Restaurant,Sylhet,0,9048,30,1254,2721,0,None,24
2024-01-25 09:00:00,1074,Pharmacy,Rajshahi,0,19566,29,3688,806,0,Basic,5
2024-01-25 10:00:00,1156,Pharmacy,Rajshahi,0,6283,8,3748,1064,0,Premium,11
2024-01-25 11:00:00,1119,Pharmacy,Rajshahi,0,12798,12,6342,888,0,Basic,11
2024-01-25 12:00:00,1163,Grocery,Dhaka,0,17140,41,5473,2923,0,Basic,24
2024-01-25 13:00:00,1020,Pharmacy,Sylhet,0,19603,38,4130,6820,0,None,14
2024-01-25 14:00:00,1163,Restaurant,Chattogram,0,2780,26,4257,320,0,Standard,13
2024-01-25 15:00:00,1137,Electronics,Dhaka,0,14044,50,7924,3957,0,None,8
2024-01-25 16:00:00,1100,Restaurant,Khulna,0,9753,2,3029,2382,0,None,15
2024-01-25 17:00:00,1151,Restaurant,Sylhet,0,9586,55,2846,3231,0,None,12
